item,itemLabel,position,positionLabel,start,psid
Q1097204,Claude Turmes,Q64022940,minister for Energy and Spatial Planning,2018-12-05,Q1097204-d79cdf8c-4c42-d7fb-c5e7-01d003d93891
Q13102261,Dan Kersch,Q29217646,Deputy Prime Minister of Luxembourg,2020-02-04,Q13102261-c288bd14-4cc6-6288-496b-3a4468de7d0c
Q13102261,Dan Kersch,Q59878313,minister of Sport,2018-12-05,Q13102261-F434E498-1356-4F0C-8631-FED0FC7E3981
Q13102261,Dan Kersch,Q59878458,"minister of Labour, Employment and the Social and Solidarity Economy",2018-12-05,Q13102261-39A04470-6DD6-4BA9-9709-63831C5D72C0
Q13103001,Henri Kox,Q30101490,minister of Internal Security,2019-10-11,Q13103001-00BCC1B6-C822-4C30-ABF8-E6A57DFB2F76
Q13103001,Henri Kox,Q59877259,minister for Housing,2019-10-11,Q13103001-2B2E4483-D1D1-4E5D-8121-C53C73520FA1
Q13104002,Marc Hansen,Q107970074,Minister Delegate for Digitalisation,2020-02-04,Q13104002-B27D3F82-C96C-4217-A0C4-A96BDFBF6319
Q13104002,Marc Hansen,Q107970077,Minister Delegate for Administrative Reform,2020-02-04,Q13104002-0DC39826-6104-4AB5-99B7-050E1CDC061B
Q13104002,Marc Hansen,Q59861810,minister for Relations with Parliament,2018-12-05,Q13104002-68E74198-CFBF-4DC4-923F-FAD56FF14D19
Q13104002,Marc Hansen,Q59875525,minister for the Civil Service,2018-12-05,Q13104002-5C4877D2-6F2E-4D77-9FDC-329F7679E46D
Q13104925,Sam Tanson,Q30242784,minister for Justice,2019-09-06,Q13104925-AB12E783-FCF3-4562-B190-BB537786A5C1
Q13104925,Sam Tanson,Q59863254,minister for Culture,2018-12-05,Q13104925-f595d9ba-4e00-fbed-284f-ef88f26f874e
Q15275863,Carole Dieschbourg,Q59871024,"minister for the Environment, Climate and Sustainable Development",2013-12-04,Q15275863-C3689E77-0131-473A-96B9-10B3E84D9A7B
Q15614932,Pierre Gramegna,Q59874788,minister for Finance,2013-12-04,Q15614932-d5cb3a30-abdd-4b4d-9e62-2312c6c9fad4
Q15629005,Corinne Cahen,Q40880757,minister for Family Affairs and Integration,2013-12-04,Q15629005-F19BCE4F-894B-4CDA-85E4-7EDBC954D7D7
Q15629005,Corinne Cahen,Q59874512,minister for the Greater Region,2013-12-04,Q15629005-5B683F3A-CC7F-4D1F-B2C4-8C5FD691003C
Q16438964,Taina Bofferding,Q59870198,minister of Equality between Women and Men,2018-12-05,Q16438964-9d3265e6-4fb1-d657-8252-531d5c749bf1
Q16438964,Taina Bofferding,Q59875958,minister for Home Affairs,2018-12-05,Q16438964-1cbb42d3-400a-1170-248c-9a0f763b894e
Q16439061,Lex Delles,Q59864917,minister for Small and Medium-Sized Enterprises,2018-12-05,Q16439061-f03f6e90-4d15-1332-b307-e85c0018d3ae
Q16439061,Lex Delles,Q59864950,minister for Tourism,2018-12-05,Q16439061-0a8502d7-4d11-fe69-6518-2f6467fa5274
Q16439160,Franz Fayot,Q30101464,minister of the Economy,2020-02-04,Q16439160-db2027fe-4b5f-2858-b70a-9bc0935ce4a6
Q16439160,Franz Fayot,Q59860556,minister for Development Cooperation and Humanitarian Affairs,2020-02-04,Q16439160-29094918-9B71-4A0B-92A6-8219CCD0F499
Q2977816,Claude Meisch,Q30107391,"minister for Education, Children and Youth",2018-12-05,Q2977816-30304c7c-458f-e9ca-b0be-e83d206f6f84
Q2977816,Claude Meisch,Q30139151,minister for Higher Education and Research,2018-12-05,Q2977816-49277f44-4c1d-aef6-4fe8-3ddaecb9e6b5
Q3083923,François Bausch,Q29217646,Deputy Prime Minister of Luxembourg,2019-10-11,Q3083923-0babe299-4ee1-547a-8964-454cd2c84594
Q3083923,François Bausch,Q30101499,Minister of Defence,2018-12-05,Q3083923-e2d896d0-4335-cb3d-8430-41ca72748266
Q3083923,François Bausch,Q59877543,minister for Mobility and Public Works,2018-12-05,Q3083923-01a5d51b-470d-e86f-a218-ec7126871d5f
Q3247154,Romain Schneider,Q59862439,"minister of Agriculture, Viticulture and Rural Development",2018-12-05,Q3247154-C3D7D42C-96D6-4EF5-B6A9-03B8222D62EB
Q3247154,Romain Schneider,Q59878204,minister of Social Security,2013-12-04,Q3247154-C56CE4AC-82B1-4DF9-859C-D1829388B37A
Q561213,Xavier Bettel,Q107969984,Minister for Digitalisation,2018-12-05,Q561213-C0309036-ADFF-496B-A029-0E65A8E01025
Q561213,Xavier Bettel,Q107969985,Minister for Administrative Reform,2018-12-05,Q561213-11836CC8-A08C-45CA-A9DA-D3E5AE7F7A30
Q561213,Xavier Bettel,Q1344632,Prime Minister of Luxembourg,2013-12-05,Q561213-4469B95D-68E9-4515-8CE8-14BDAA8F3300
Q561213,Xavier Bettel,Q41014245,minister for Religious Affairs,2013-12-04,Q561213-96db151a-4242-038a-d92e-75fd940fb81b
Q561213,Xavier Bettel,Q41015553,minister for Communications and Media,2013-12-04,Q561213-05675a18-4cbf-fcd9-0642-c12757630e37
Q561213,Xavier Bettel,Q59861786,minister of State,2018-12-05,Q561213-66911d4b-425f-8b8c-71c6-e75207eeb188
Q59465834,Paulette Lenert,Q107970070,Minister Delegate of Social Security,2020-02-04,Q59465834-079C9D22-A74E-4064-80DA-F83669809BC6
Q59465834,Paulette Lenert,Q59877755,minister for Consumer Protection,2018-12-05,Q59465834-4BA2B41E-EAC2-4307-A68C-9C32783AEEDD
Q59465834,Paulette Lenert,Q59878021,minister of Health,2020-02-04,Q59465834-f966bec5-4349-69a0-ec6e-feac9b0f816a
Q58200,Jean Asselborn,Q107970083,Minister of Immigration and Asylum,2013-12-04,Q58200-22094BED-B98A-438D-B3C4-42EDA3872685
Q58200,Jean Asselborn,Q28527071,minister of Foreign and European Affairs,2013-12-04,Q58200-78B456C5-F868-458A-86E6-B3F7487AA3F1
