ordinal,item,itemLabel,inception,inceptionPrecision,startTime,startTimePrecision,abolished,abolishedPrecision,endTime,endTimePrecision,replaces,replacesLabel,replacedBy,replacedByLabel,follows,followsLabel,followedBy,followedByLabel
19,Q6979086,National Union Government,1945-11-14,11,,,1947-03-01,11,,,Q15055266,Liberation Government (Luxembourg),Q5316032,Dupong-Schaus Ministry,,,,
20,Q5316032,Dupong-Schaus Ministry,1947-03-01,11,,,1951-07-03,11,,,Q6979086,National Union Government,Q5316031,Dupong-Bodson Ministry,,,,
21,Q5316031,Dupong-Bodson Ministry,1951-07-03,11,,,1953-12-29,11,,,Q5316032,Dupong-Schaus Ministry,Q1955593,Bech-Bodson Ministry,,,,
22,Q1955593,Bech-Bodson Ministry,1953-12-29,11,,,1958-03-29,11,,,Q5316031,Dupong-Bodson Ministry,Q2218450,Frieden Ministry,,,,
23,Q2218450,Frieden Ministry,1958-03-29,11,,,1959-03-02,11,,,Q1955593,Bech-Bodson Ministry,Q7983335,Werner-Schaus Ministry I,,,,
24,Q7983335,Werner-Schaus Ministry I,1959-03-02,11,,,1964-07-15,11,,,Q2218450,Frieden Ministry,Q7983330,Werner-Cravatte Ministry,,,,
25,Q7983330,Werner-Cravatte Ministry,1964-07-15,11,,,1969-02-01,11,,,Q7983335,Werner-Schaus Ministry I,Q16765044,Werner-Schaus Ministry II,,,,
26,Q16765044,Werner-Schaus Ministry II,1969-02-01,11,,,1974-06-15,11,,,Q7983330,Werner-Cravatte Ministry,Q2329015,Thorn Ministry,,,,
27,Q2329015,Thorn Ministry,1974-06-15,11,,,1979-07-16,11,,,Q16765044,Werner-Schaus Ministry II,Q1962683,Werner-Thorn Ministry,,,,
28,Q1962683,Werner-Thorn Ministry,1979-07-16,11,,,1984-07-20,11,,,Q2329015,Thorn Ministry,Q7420124,Santer-Poos Ministry I,,,,
29,Q7420124,Santer-Poos Ministry I,1984-07-20,11,,,1989-07-14,11,,,Q1962683,Werner-Thorn Ministry,Q7420125,Santer-Poos Ministry II,,,,
30,Q7420125,Santer-Poos Ministry II,1989-07-14,11,,,1994-07-13,11,,,Q7420124,Santer-Poos Ministry I,Q2758447,Santer-Poos Ministry III,,,,
31,Q2758447,Santer-Poos Ministry III,1994-07-13,11,,,1995-01-20,11,,,Q7420125,Santer-Poos Ministry II,Q56303016,Juncker-Poos Ministry I,,,,
32,Q56303016,Juncker-Poos Ministry I,1995-01-20,11,,,1995-01-26,11,,,Q2758447,Santer-Poos Ministry III,Q56303015,Juncker-Poos Ministry II,,,,
33,Q56303015,Juncker-Poos Ministry II,1995-01-26,11,,,1999-08-07,11,,,Q56303016,Juncker-Poos Ministry I,Q3073743,Juncker-Polfer Ministry,,,,
34,Q3073743,Juncker-Polfer Ministry,1999-08-07,11,,,2004-07-31,11,,,Q56303015,Juncker-Poos Ministry II,Q2589312,Juncker-Asselborn Ministry I,,,,
35,Q2589312,Juncker-Asselborn Ministry I,2004-07-31,11,,,2009-07-23,11,,,Q3073743,Juncker-Polfer Ministry,Q3112190,Juncker-Asselborn Ministry II,,,,
36,Q3112190,Juncker-Asselborn Ministry II,2009-07-23,11,,,2013-12-04,11,,,Q2589312,Juncker-Asselborn Ministry I,Q15275427,Bettel-Schneider Ministry I,,,,
37,Q15275427,Bettel-Schneider Ministry I,2013-12-04,11,,,2018-12-05,11,,,Q3112190,Juncker-Asselborn Ministry II,Q59461371,Bettel–Schneider Ministry II,,,,
38,Q59461371,Bettel–Schneider Ministry II,2018-12-05,11,,,2020-02-04,11,,,Q15275427,Bettel-Schneider Ministry I,Q104776182,Bettel–Kersch-Bausch ministry,,,,
39,Q104776182,Bettel–Kersch-Bausch ministry,2020-02-04,11,,,,,,,Q59461371,Bettel–Schneider Ministry II,,,,,,
