item,itemLabel,startDate,endDate,psid
Q13102910,Guy Lenz,1998-07-02,2002-01-28,Q13102910-FA1B6404-486E-491E-B24C-58FF32C5E62B
Q17352743,Mario Daubenfeld,2013-02-01,2014-12-01,Q17352743-AFB4C3F1-E051-447C-A545-D035E65C5B13
Q20731381,Romain Mancinelli,2014-01-01,2017-01-01,Q20731381-9156f277-4904-8868-5328-39fd99eb9e07
Q41548295,Alain Duschène,2017-09-30,2020-09-29,Q41548295-fc93b975-474e-2246-62fa-e9ef704e0c2c
Q7028831,Nico Ries,2002-01-28,2008-01-15,Q7028831-6737C825-E160-408F-9A77-1119ACFDA2D7
Q836772,Gaston Reinig,2008-01-15,2013-02-01,Q836772-c0d59b85-4299-5b4d-2c05-8dce8031ddc6
Q99753762,Steve Thull,2020-09-29,,Q99753762-ad8db6e2-4bdd-2e9b-2a33-f115cba48b8d
